Telco Domain Risk Summary — Per-Domain Risk Score Calculation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Each carrier rolled up from its subdomain-level V5 scores. MAX pillars = worst subdomain per pillar (operational view). Final Risk Score (Max) = max of subdomain composites; Final Risk Score (Avg) = mean across all subdomains.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rank;Domain;Subdomains;KEV Hosts;EPSS Hosts;Any-CVE Hosts;Weak DMARC Hosts;Weak SPF Hosts;Dangling CNAME Hosts;Int IP Exposed Hosts;SSH Hosts;FTP Hosts;MySQL Hosts;Postgres Hosts;RDP Hosts;SNMP Hosts;XSS Hosts;SSRF Hosts;SQLi Hosts;P1 CVE (Max);P2 Email (Max);P3 Infra (Max);P4 Web (Max);P5 Surface (Max);P1 CVE (Avg);P2 Email (Avg);P3 Infra (Avg);P4 Web (Avg);P5 Surface (Avg);Max Penalty;Final Risk Score (Max);Max Band;Final Risk Score (Avg);Avg Band;Worst Subdomain;FRN;holding_company;Registered Name;Company Name;city;state;Domain;# Employees;Private or Public;Aquired or Not;Annual Revenue;Founded Year;WISP or Cable;Principal_Communications_Type;Chief_Executive_Officer
2559;taluscomms.com;9;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;50;0;30;27,5;0;5,6;0;3,3;18,3;0,0;34,0;Medium;17,8;Low;_sip._tls.taluscomms.com;;;;;;;;;;;;;;;
2560;tech-com.com;10;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;50;0;30;27,5;0;5;0;6;13,8;0,0;34,0;Medium;16,3;Low;_sip._tls.tech-com.com;;;;;;;;;;;;;;;
2561;uragents.com;10;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;50;0;30;27,5;0;5;0;6;16,5;0,0;34,0;Medium;18,0;Low;_sip._tls.uragents.com;;;;;;;;;;;;;;;
2562;multiphone.org;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;27,5;0;16,7;0;0;9,2;0,0;34,0;Medium;17,2;Low;amazon2.multiphone.org;;;;;;;;;;;;;;;
2563;pattonboggs.com;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;27,5;0;25;0;0;13,8;0,0;34,0;Medium;25,8;Medium;pattonboggs.com;;;;;;;;;;;;;;;
2564;qcstelecom.com;10;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;27,5;0;5;0;0;19,2;0,0;34,0;Medium;15,7;Low;_jabber._tcp.qcstelecom.com;;;;;;;;;;;;;;;
2565;etccomms.com;11;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;50;0;30;27,5;0;4,5;0;5,5;17,5;0,0;34,0;Medium;18,0;Low;_sip._tls.etccomms.com;;;;;;;;;;;;;;;
2566;fmtcnet.com;15;0;0;0;1;0;2;0;0;0;0;0;0;1;0;0;0;0;50;25;30;27,5;0;3,3;1,7;4;12,8;0,0;34,0;Medium;13,3;Low;_sip._tls.fmtcnet.com;;;;;;;;;;;;;;;
2567;guthrie.net;5;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;50;0;30;34,7;0;10;0;6;12,4;0,0;34,0;Medium;18,8;Low;_sip._tls.guthrie.net;;;;;;;;;;;;;;;
2568;hoop5.net;16;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;24,1;50;0;30;27,5;1,5;3,1;0;1,9;10,3;0,0;34,0;Medium;10,2;Low;_sip._tls.hoop5.net;;;;;;;;;;;;;;;
2569;cts-tex.com;9;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;50;0;30;27,5;0;5,6;0;6,7;15,3;0,0;34,0;Medium;18,1;Low;_sip._tls.cts-tex.com;22182703;;CTS Technology Solutions, Inc.;CTS Technology Solutions;Sparta;IL;cts-tex.com;42;Private;I do not have enough information to determine if CTS Technology Solutions based in Sparta, IL, has been acquired. The provided search results discuss acquisitions involving other companies with similar names, such as Communication Technology Services (CTS), Cognizant Technology Solutions (CTSH), Cloud Technology Solutions (CTS), CTS Corporation, and Converge Technology Solutions, but none specifically reference the entity in Sparta, IL (cts-tex.com).;$1-5 million;2012;WISP;Interconnected VoIP;David Heuman
2570;datanetworksolutions.com;12;0;0;1;1;0;2;0;0;0;0;0;0;0;0;0;0;24,1;50;0;30;34,7;2;4,2;0;5;16,6;0,0;34,0;Medium;17,1;Low;_sip._tls.datanetworksolutions.com;12077178;;Data Network Solutions;Data Network Solutions;Little Silver;NJ;datanetworksolutions.com;6;Private;Acquired by Cloud Equity Group;$1-10 million;1989;WISP;CAP/LEC;Isaac Fajerman
2571;cloudwire.ca;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;50;0;0;0;0,0;34,0;Medium;34,0;Medium;cloudwire.ca;;;;;;;;;;;;;;;
2572;convergence-solutions.com;8;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;27,5;0;6,2;0;0;10,3;0,0;34,0;Medium;10,9;Low;_autodiscover._tcp.convergence-solutions.com;27262203;;Convergence Solutions, Inc.;Convergence Solutions;LONGMONT;CO;convergence-solutions.com;200+;Private;"I do not have enough information to answer the query. The search results provided refer to ""Convergent Solutions"" (acquired by Exiger) and ""Convergence Acceleration Solutions"" (acquired by Wipro), but do not contain information regarding the acquisition status of ""Convergence Solutions"" based in Longmont, CO.";$10 - $25 million;2003;WISP;Interconnected VoIP;Steve Solton
2573;ymaxcorp.com;12;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;50;0;30;27,5;0;4,2;0;2,5;18,3;0,0;34,0;Medium;16,3;Low;_sip._tls.ymaxcorp.com;13563077;B. Riley Financial Inc;Ymax Communications Corp.;Ymax Communications;West Palm Beach;FL;ymaxcorp.com;13;Private;"I do not have enough information to determine if The Telephone Man in Centennial, CO has been acquired. The search results discuss the acquisition of Telephonics Corporation by TTM Technologies and songs titled ""Telephone Man"" or ""Mr. Telephone Man,"" but they do not contain information about the specific company ""The Telephone Man.""";1M - 10M;1999;NA;CAP/LEC;Ananth Veluppillai
2574;trilogynet.com;16;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;50;0;30;27,5;0;3,1;0;3,8;20,6;0,0;34,0;Medium;17,9;Low;_sip._tls.trilogynet.com;27795533;;Trilogy Networks, Inc.;Trilogy;Fargo;ND;trilogynet.com;Nov-50;Private;"I do not have enough information to determine if The Telephone Man in Centennial, CO has been acquired. The search results discuss the acquisition of Telephonics Corporation by TTM Technologies and songs titled ""Telephone Man"" or ""Mr. Telephone Man,"" but they do not contain information about the specific company ""The Telephone Man.""";$1-5 million;2013;NA;Local Reseller;George Woodward
2575;telesystemsinc.com;10;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;50;0;30;27,5;0;5;0;6;13,8;0,0;34,0;Medium;16,3;Low;_sip._tls.telesystemsinc.com;21439831;;Tele-Systems, Inc.;Tele-Systems;Gadsden;AL;telesystemsinc.com;Nov-50;Private;Aquired by Telesystem;$10-50 million;1987;NA;Interconnected VoIP;Terry Johnson
2576;sands-inc.com;27;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;50;0;30;27,5;0;1,9;0;3,3;21,4;0,0;34,0;Medium;17,2;Low;_autodiscover._tcp.sands-inc.com;;;;;;;;;;;;;;;
2577;fintechcommunications.com;10;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;34,7;0;5;0;0;9;0,0;34,0;Medium;9,1;Minimal;_autodiscover._tcp.fintechcommunications.com;;;;;;;;;;;;;;;
2578;7dcommunications.com;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;50;0;0;0;0,0;34,0;Medium;34,0;Medium;7dcommunications.com;32191637;;7D Communications;7D Communications;Ypsilanti;MI;7dcommunications.com;01-Oct;Private;I do not have enough information to determine if 7D Communications, based in Ypsilanti, MI, has been acquired. The search results contain information regarding the acquisitions of 7D Surgical by SeaSpine and 7D Digital by Epsilon Telecommunications, but neither of these entities appear to be the same as the 7D Communications listed in the spreadsheet.;Less than $1 million;2011;WISP;Interconnected VoIP;Peter Lammers
2579;ctsiok.com;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;50;0;0;0;0,0;34,0;Medium;34,0;Medium;acs.ctsiok.com;;;;;;;;;;;;;;;
2580;lantelkc.com;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;50;0;0;0;0,0;34,0;Medium;34,0;Medium;_sip._tls.lantelkc.com;14551154;RIGNET INC;Landtel Communications;Landtel Communications;Houston;TX;lantelkc.com;51;Private;Acquired by RigNet, Inc.;$1M;1995;Cable;Private Service Provider;Robert Blair
2581;voipxint.com;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;27,5;0;12,5;0;0;13,8;0,0;34,0;Medium;17,3;Low;_sip._tls.voipxint.com;6093280;;Voipx International, Inc.;Voipx International;Amityville;NY;voipxint.com;Nov-50;Private;I do not have enough information to determine if Voipx International, Inc. has been acquired. The search results provide information on the company's leadership and its sister company, NACT Solutions, but they do not mention any acquisition involving Voipx International. While there are several search results regarding the acquisition of VOXX International by Gentex Corporation, this is a different company.;$1M-$5M;2009;NA;Interconnected VoIP;Eric Goodstein
2582;redit.support;11;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;27,5;0;4,5;0;0;15;0,0;34,0;Medium;12,7;Low;_sip._tls.redit.support;31339815;;REDIT SUPPORT INC;REDIT SUPPORT;Cypress;TX;redit.support;01-Oct;Private;Aquired by Flō Networks (formerly Transtelco) and previously by KIO Networks.;Less than $1 million;1996;NA;Operator Service Provider (OSP);Flavio Carranza-Gonzalez
2583;pscfiber.com;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;50;0;0;0;0,0;34,0;Medium;34,0;Medium;pscfiber.com;3739208;Perry-Spencer Rural Telephone Cooperative;PSC;PSC;St Meinrad;IN;pscfiber.com;51-200;Private;Based on the provided information, PSC (PSC Fiber), a brand of Perry-Spencer Rural Telephone Cooperative, Inc. based in St. Meinrad, IN, has not been acquired. Rather, the search results indicate that PSC (Princeton Strategic Communications) acquired Nonprofit Partners and that PSC Fiber is currently an active cooperative expanding its own network.;$10M-$25M;1953;NA;Incumbent Local Exchange Carrier;Daren Brown
2584;txfiber.co;10;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;50;0;30;27,5;0;5;0;6;16,5;0,0;34,0;Medium;18,0;Low;_sip._tls.txfiber.co;33596479;;STX Fiber;STX Fiber;Harlingen;TX;txfiber.co;01-Oct;Private;I do not have enough information to determine if STX Fiber (txfiber.co) based in Harlingen, TX, has been acquired. The search results include information about a Brazilian company called TxFiber Telecom that is deadpooled and a financial agreement involving Frontier Dallas TX Fiber 1 LLC, but neither of these refer to the specific company STX Fiber located in Harlingen.;Less than $1 million;2021;NA;CAP/LEC;Alexis Ochoa
2585;upage.net;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;50;0;0;0;0,0;34,0;Medium;34,0;Medium;upage.net;4965430;;U-Page, Inc.;U-Page;Oneonta;NY;upage.net;Nov-50;Private;I do not have enough information to determine if U-Page, Inc. (upage.net) based in Oneonta, NY, has been acquired. The search results discuss the acquisition of an architecture and engineering firm named Page (based in Washington, D.C.) by Stantec, and a link-in-bio tool called u.Page (based in Dover), but neither refers to the company U-Page, Inc. in Oneonta.;\<$5M;1996;WISP;Paging & Messaging;Frederick Muller III
2586;veritastel.com;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;50;0;0;0;0,0;34,0;Medium;34,0;Medium;veritastel.com;19430677;;Veritas Prepaid Phone Company, LLC;Veritas Prepaid Phone Company;Houston;TX;veritastel.com;5 – 15;Private;"I do not have enough information to determine if Veritas Prepaid Phone Company, LLC has been acquired. While search results mention various acquisitions involving companies with ""Veritas"" in their name—such as Veritas Capital, Veritas (the information management business formerly owned by Symantec), and Verità Telecommunications—none of these records refer to the Houston-based Veritas Prepaid Phone Company (veritastel.com).";$1M – $2M;2004;NA;Prepaid Card;Amanul syed
2587;opextel.com;17;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;50;0;30;44,8;0;2,9;0;5,3;23,2;0,0;34,0;Medium;20,5;Low;_sip._tls.opextel.com;17928888;;OPEXTEL, LLC.;OPEXTEL;Miami;FL;opextel.com;May-15;Private;I do not have enough information to determine if OPEXTEL, LLC (opextel.com) has been acquired. The search results provide information on OpticalTel (acquired by Antin Infrastructure Partners) and Opextel Ltd (an Egyptian satellite provider), but they do not contain acquisition details for the Miami-based OPEXTEL, LLC.;1m-3m;2011;NA;Interconnected VoIP;Jesus Calderas
2588;vivatel.bg;11;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;42;0;0;30;27,5;6,3;0;0;2,7;10;0,0;33,7;Medium;8,2;Minimal;www.vivatel.bg;27422096;;VivaTel;VivaTel;Salt Lake City;UT;vivatel.bg;51-200;Private;Acquired by Vivacom (which was subsequently acquired by United Group);$500M-$1B;2005;NA;Interconnected VoIP;Jin Ra
2589;ntscom.com;33;0;0;0;0;2;0;3;0;0;0;0;0;4;0;0;0;0;40;25;20;48,6;0;2,4;3;1,8;13,6;0,0;33,1;Medium;11,5;Low;metaams1.ntscom.com;33866096;;NTS Communications Inc;NTS Communications;Dyer;IN;ntscom.com;201-500;Private;Acquired by Vast Broadband (now Vexus Fiber);$100M - $500M;1981;NA;Interconnected VoIP;Aaron Barnes
2590;wtccommunications.com;10;0;0;1;0;0;2;0;0;0;0;0;0;0;1;0;0;33,9;0;0;30;40,2;3,4;0;0;9;24;0,0;32,2;Medium;20,1;Low;securemail.wtccommunications.com;3722907;;Wilton Telephone Company;Wilton Telephone Company;Wilton;IA;wtccommunications.com;Nov-50;Private;I do not have enough information to determine if Wilton Telephone Company (wtccommunications.com) has been acquired. While search results mention the acquisition of Wilton Re by CPPIB and Wilton by Dr. Oetker, these refer to a life insurance company and a baking brand, respectively, rather than the Iowa-based telecommunications provider.;$5M-$10M;1901;Cable;Incumbent Local Exchange Carrier;Mark Peterson
2591;asiaat.com;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;44,8;0;40;0;0;44,8;0,0;31,9;Medium;31,9;Medium;asiaat.com;9337031;;Asia Access Telecom, Inc.;Asia Access Telecom;East Brunswick;NJ;asiaat.com;5;Private;"I do not have enough information to determine if Asia Access Telecom, Inc. has been acquired. The search results mention several companies with similar names, such as ""Access Asia"" (acquired by Mintel) and ""Asia Pacific Telecom"" (merged with FarEasTone), but none of the provided data refers to the specific entity Asia Access Telecom, Inc. based in East Brunswick, NJ.";Less than $1 million;1998;WISP;Private Service Provider;Edward Kim
2592;aismart.ly;12;0;0;2;0;2;0;0;0;0;0;0;0;0;2;0;0;38,7;40;0;30;27,5;6,5;6,7;0;5;27,5;0,0;31,4;Medium;21,7;Low;app.aismart.ly;37078748;Olympus Holdings LLC;Ai Smart, AiSmart.ly;Ai Smart AiSmart.ly;Santa Ana;CA;aismart.ly;01-Oct;Private;I do not have enough information to determine if Ai Smart (aismart.ly) has been acquired. The search results provide information on the acquisition of Viralspace.ai by Smartly.io, but do not contain information regarding the acquisition of Ai Smart based in Santa Ana, CA.;Less than $1 million;2017;WISP;Interconnected VoIP;Charles Swick
2593;widevoice.com;100;0;0;6;0;2;2;2;0;2;0;0;0;0;2;0;0;38,7;40;25;30;27,5;1,8;0,8;0,5;1,6;7,4;0,0;31,4;Medium;6,4;Minimal;portal.widevoice.com;28570588;Wide Voice, LLC;The Voice Application Network;The Voice Application Network;Las Vegas;NV;widevoice.com;Nov-50;Private;"I do not have enough information to determine if Wide Voice (widevoice.com) has been acquired. The search results discuss the acquisition of other ""voice"" related companies, such as VoiceSignal, Voicebank.net, NewVoiceMedia, Snapvine, and DemandVoice, but do not mention an acquisition of Wide Voice.";$10M-$25M;2007;NA;Interconnected VoIP;Bryan Petersen
2594;contactnetwork.com;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48,6;0;0;0;0;42,7;0,0;31,1;Medium;27,3;Medium;contactnetwork.com;;;;;;;;;;;;;;;
2595;kinetixbroadband.com;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48,6;0;0;0;0;19;0,0;31,1;Medium;12,2;Low;mail.kinetixbroadband.com;;;;;;;;;;;;;;;
2596;triotel.com;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48,6;0;0;0;0;12,4;0,0;31,1;Medium;7,9;Minimal;pop.triotel.com;;;;;;;;;;;;;;;
2597;etisc.com;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48,6;0;0;0;0;38;0,0;31,1;Medium;24,4;Low;etisc.com;;;;;;;;;;;;;;;
2598;gmai.com;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48,6;0;0;0;0;41,2;0,0;31,1;Medium;26,4;Medium;gmai.com;;;;;;;;;;;;;;;
2599;pointclearnetworks.com;2;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;40;0;30;34,7;0;20;0;15;31,1;0,0;31,0;Medium;24,3;Low;link.pointclearnetworks.com;;;;;;;;;;;;;;;
2600;ipacketnetworks.com;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;40;0;30;27,5;0;40;0;30;27,5;0,0;30,7;Medium;30,7;Medium;ipacketnetworks.com;;;;;;;;;;;;;;;
2601;moundbayou.com;3;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;40;0;30;27,5;0;13,3;0;10;27,5;0,0;30,7;Medium;22,0;Low;connect.moundbayou.com;;;;;;;;;;;;;;;
2602;gtechfiber.com;2;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;40;0;30;27,5;0;20;0;30;27,5;0,0;30,7;Medium;26,1;Medium;gtechfiber.com;;;;;;;;;;;;;;;
2603;industrytelco.com;18;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;40;0;30;34,7;0;2,2;0;3,3;20,3;0,0;30,7;Medium;13,9;Low;apps.industrytelco.com;1683630;Industry Telephone Company;Industry Telephone Company;Industry Telephone Company;Industry;TX;industrytelco.com;Nov-50;Private;I do not have enough information to answer the query. The provided data does not contain any information regarding the acquisition status of Industry Telephone Company.;$1-5 million;1955;WISP;Incumbent Local Exchange Carrier;Robin Marek
2604;verticalhorizon.com;2;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;24,1;40;0;30;27,5;12,1;20;0;15;27,5;0,0;30,7;Medium;25,6;Medium;verticalhorizon.com;24532780;;Vertical Horizon Networks;Vertical Horizon;West Lafayette;IN;verticalhorizon.com;02-Oct;Private;I do not have enough information to answer the query. The provided text mentions acquisitions of the American Telephone Company and the Bell Telephone Company, but does not contain information regarding the acquisition status of The Telephone Company based in Westchester, IL.;$1-5 million;1991;WISP;Interconnected VoIP;Gregory Laffoon
2605;f2ftelecom.com;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;25;0;44,8;0;0;25;0;44,8;0,0;30,7;Medium;30,7;Medium;f2ftelecom.com;31313174;;Face 2 Face Telecommunications;Face 2 Face Telecommunications;Milford;OH;f2ftelecom.com;01-Oct;Private;I do not have enough information to determine if Face 2 Face Telecommunications (f2ftelecom.com) has been acquired. The search results include information about a different company called Face2Face (a marketing company based in Oslo) being acquired by Explore Equity Partners and a Face (Telecom) business unit of Savcor Group being acquired by Cencorp, but no information regarding the acquisition of the Milford, OH-based Face 2 Face Telecommunications.;Less than $1 million;2009;WISP;Interconnected VoIP;Spencer Cotton
2606;eaglebroadband.com;2;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;40;25;0;34,7;0;20;12,5;0;31,1;0,0;30,6;Medium;24,1;Low;eaglebroadband.com;28676500;MEGA BROADBAND INVESTMENTS LLC;Eagle Broadband;Eagle Broadband;Rye Brook;NY;eaglebroadband.com;51-200;Private;Acquired by ASG Security;$25-50 million;1993;NA;Interconnected VoIP;Andy Parrott
2607;ayowireless.com;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;24,1;0;25;0;40,2;24,1;0;25;0;40,2;0,0;30,6;Medium;30,6;Medium;ayowireless.com;32049660;;AYO WIRLESS;AYO WIRLESS;Toledo;OH;ayowireless.com;01-Oct;Private;Acquired by AT&T Inc. (merged with Cricket Wireless);Less than $1 million;2011;WISP;Cellular/PCS/SMR;JON RODDY
2608;apex-tele.com;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;40;25;0;27,5;0;40;25;0;27,5;0,0;30,3;Medium;30,3;Medium;apex-tele.com;34140335;;Apex dynasty ltd;Apex dynasty;;;apex-tele.com;02-Oct;Private;I do not have enough information to determine if Apex Dynasty (apex-tele.com) has been acquired. The provided documents discuss acquisitions involving different companies named Apex, including Apex Companies (acquired by Morgan Stanley Capital Partners), Apex Global Brands (acquired by Galaxy Universal LLC), and Apex Fintech Solutions (which acquired FinTron), but none of these records appear to refer to the entity associated with the domain apex-tele.com.;$1M-$5M;2018;Cable;Interconnected VoIP;Vladimir Pavlish
2609;n2net.com;7;0;0;0;0;0;2;0;0;4;0;0;0;0;0;0;0;0;0;25;30;40,2;0;0;14,3;8,6;34,8;0,0;30,2;Medium;24,1;Low;customer.n2net.com;26348102;;N2Net;N2Net;Cleveland;OH;n2net.com;Nov-50;Private;Acquired by Tangible Security;$5-10 million;1995;WISP;Interconnected VoIP;Edward Rozak II
2610;vvngroup.com;11;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;40,1;40;0;0;34,7;3,6;3,6;0;0;23,2;0,0;30,0;Medium;18,4;Low;vvngroup.com;24115537;;VVN GROUP Inc.;VVN GROUP;Valley Stream;NY;vvngroup.com;50 to 200;Private;I do not have enough information to answer the query. The provided text mentions acquisitions of the American Telephone Company and the Bell Telephone Company, but does not contain information regarding the acquisition status of The Telephone Company based in Westchester, IL.;$10 million to $50 million;2010;NA;Other Toll;Rajiv Sharma
2611;netlincts.com;5;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;36,1;40;0;30;27,5;7,2;8;0;6;16,5;0,0;29,5;Medium;18,4;Low;netlincts.com;31433402;;NETLinc Technology Solutions;NETLinc Technology Solutions;Snellville;GA;netlincts.com;01-Oct;Private;I do not have enough information to answer the query. The provided search results discuss the acquisition of companies with similar names, such as NetLink Cabling Systems, NetLink Solutions, and Netcentric Technology, but none of the documents confirm an acquisition for NETLinc Technology Solutions based in Snellville, GA.;$1-5 million;2008;NA;Interconnected VoIP;Ian Rowe
2612;canis.life;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;35;0;0;30;34,7;35;0;0;30;34,7;0,0;29,0;Medium;29,0;Medium;canis.life;24669079;;Canis IT;Canis IT;Stillwater;OK;canis.life;01-Oct;Private;I do not have enough information to determine if Canis IT, based in Stillwater, OK, has been acquired. The search results provide information on unrelated entities such as Canis Software, Terra Canis, and Canis of London, but none refer to the specific company Canis IT (canis.life).;Under $1 million;2004;WISP;Interconnected VoIP;Richard Peterson
2613;ruraltel.net;53;0;0;6;0;0;1;1;0;0;0;0;0;0;0;0;0;24,1;0;0;30;44,8;2,7;0;0;0,9;10,8;0,0;28,7;Medium;7,6;Minimal;ruraltel.net;;;;;;;;;;;;;;;
2614;unwiredbroadband.com;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44,8;0;0;0;0;39,9;0,0;28,7;Medium;25,6;Medium;unwiredbroadband.com;;;;;;;;;;;;;;;
2615;wtechlink.us;16;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;24,1;40;0;20;44,8;1,5;2,5;0;1,2;17,3;0,0;28,7;Medium;13,8;Low;pop.wtechlink.us;15679053;WTECHLINK INCORPORATED;Wtechlink Incorporated;Wtechlink;Pendleton;OR;wtechlink.us;Nov-50;Private;"I do not have enough information to determine if The Telephone Man in Centennial, CO has been acquired. The search results discuss the acquisition of Telephonics Corporation by TTM Technologies and songs titled ""Telephone Man"" or ""Mr. Telephone Man,"" but they do not contain information about the specific company ""The Telephone Man.""";<5M;2001;WISP;Other Local;Byron Wysocki
2616;rubiconsolutions.org;7;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;24,1;40;0;0;44,8;3,4;5,7;0;0;18,2;0,0;28,7;Medium;15,9;Low;smtp.rubiconsolutions.org;29213329;;Rubicon;Rubicon;Reno;NV;rubiconsolutions.org;\<25;Private;I do not have enough information to determine if Rubicon (rubiconsolutions.org) based in Reno, NV, has been acquired. The search results discuss other companies with similar names, such as Rubicon Technologies (a waste management company), Rubicon Technology Partners (a private equity firm), and Rubicon Genomics (acquired by Takara Bio), but none of these match the specific entity and domain provided.;\<$5;2018;NA;Interconnected VoIP;Sarah Gilbert
2617;nexgenvoice.com;14;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;30;44,8;0;0;0;4,3;22,6;0,0;28,7;Medium;17,4;Low;imap.nexgenvoice.com;36791713;;NexGen Voice Technologies LLC;NexGen Voice;Denver;CO;nexgenvoice.com;02-Oct;Private;I do not have enough information to determine if NexGen Voice Technologies LLC (nexgenvoice.com) has been acquired. The search results refer to other companies with similar names, such as NextGen Healthcare, Nexgen Australia, NexGen Connected Communities, and NexGen Healthcare Communications, but none provide information regarding NexGen Voice Technologies LLC based in Denver, CO.;$1M-$5M;2024;Cable;Interconnected VoIP;Mehroz Aslam
2618;connect-usa.net;12;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;30;44,8;0;0;0;5;27,8;0,0;28,7;Medium;21,2;Low;imap.connect-usa.net;10765790;CONNECT COMMUNICATIONS USA LLC;Connect Communications USA, LLC;Connect Communications USA;Grand Rapids;MI;connect-usa.net;Nov-50;Private;I do not have enough information to determine if Connect Communications USA, LLC (connect-usa.net) has been acquired. The search results refer to other companies with similar names, such as Connect Total Communications (acquired by Radius), Connect Communications in Indianapolis (acquired by Appia Communications), and Connect Managed Services (merged with G3 Comms), but none of these entities match the Grand Rapids, MI-based company.;$5M-$25M;1985;NA;Interexchange Carrier (IXC);Bruce Klaasen
2619;edgetel.com;18;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;30;44,8;0;0;0;6,7;21,6;0,0;28,7;Medium;18,4;Low;imap.edgetel.com;26632372;;EdgeTel;EdgeTel;Holbrook;MA;edgetel.com;Nov-50;Private;I do not have enough information to determine if EdgeTel has been acquired. The search results mention EdgeTel Vietnam Co Limited and other companies with similar names like Spectel and BankTEL being acquired, but do not provide acquisition status for EdgeTel based in Holbrook, MA.;$1-5 million;2003;NA;Interconnected VoIP;Noah Rafalko
2620;wwtelco.com;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;40;0;34,7;0;0;40;0;31,1;0,0;28,6;Medium;28,5;Medium;wwtelco.com;;;;;;;;;;;;;;;
2621;end2endcommunicationsllc.com;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;34,7;0;20;0;0;31,1;0,0;28,6;Medium;23,1;Low;end2endcommunicationsllc.com;;;;;;;;;;;;;;;
